Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1911771,1875425,2020-03-04 00:02:25 EST,2020-03-04,00:02:25,Link,557,103,103,246,2,46,0,54,3,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/2926648414044565,Scientists have made a strong connection between this exposure to heavy metals like lead in early-life and an increased risk for autism.,http://expand-your-consciousness.com/scientists-finally-connect-heavy-metal-exposure-autism-using-baby-teeth/,,,New Research: Scientists Finally Connect Heavy Metal Exposure To Autism Using Baby Teeth,advertisement Scientists funded by the National Institutes of Health (NIH) created a novel way to measure exposure to metals by extracting samples from baby teeth. They have made a strong connection between this exposure in early-life and an increased risk for autism. It turns out that exposure can....,,,,3.34
InPower Movement,inpowermovement,1635016923415359,COMMUNITY,US,The official facebook page of InPower Movement,2018-12-16 03:48:06 EST,8102,8641,2020-03-03 23:20:12 EST,2020-03-04,23:20:12,Link,323,146,6,142,26,3,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/inpowermovement/posts/2473431336240576,"First Oregon did it. Now Alaska is looking to do it, too. Alaska State Senator, Tom Begich, proposed legislation on January 21, 2020 that, if enacted, would require the Department of Health and Social Services to prepare a science-based analysis of wireless radiation health risks in schools.",https://www.5gcrisis.com/post/alaska-state-senator-introduces-bill-to-study-health-effects-of-wireless-radiation-in-schools,,,Alaska State Senator Introduces Bill to Address Health Effects of Wireless Radiation in Schools,"First Oregon did it. Now Alaska is looking to do it, too. Alaska State Senator, Tom Begich, proposed legislation on January 21, 2020 that, if enacted, would req",,,,2.86
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1911771,1875425,2020-03-03 23:00:19 EST,2020-03-04,23:00:19,Photo,"1,310",755,18,390,143,0,4,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/2931128026929937,Empower yourself.,https://www.facebook.com/VegetableJuicing/photos/a.181515575236990/2728449077210281/?type=3,,"Remember, you have been criticizing yourself for years and it hasn't worked. Try approving of yourself and see what happens. -LOUISE HAY #JuicingVegetables",Juicing Vegetables,,,,,-1.14
Earthley,earthley,749122528556667,HEALTH & WELLNESS WEBSITE,US,"An all-natural alternative to your personal care and wellness needs! Soaps, salves, tinctures, and more!!!",2018-10-18 03:36:42 EDT,28735,29592,2020-03-03 22:50:03 EST,2020-03-04,22:50:03,Photo,240,80,28,28,17,4,0,79,4,0,,-,0,0,0,N/A,https://www.facebook.com/earthley/posts/1854528368016072,"Our thoughts are with our friends in Maine tonight. Issue 1 hit the ballot today, and the public was allowed to vote -- for the first time -- on whether or not there should be religious and philosophical exemptions to vaccination. Unfortunately, they lost, about 70/30. We are angry. We are sad. We can only imagine how our friends who live in Maine feel. This battle was never about whether or not any individual should vaccinate. It was only about having the right to make your own decision, whatever that is. Allowing individuals, along with their chosen health care professionals, to look over the risks and benefits, and make a thoughtful choice. That's all. Of course, this battle was never about public health, either. The ""Yes"" crowd was winning on funding (donated from individuals and small businesses), and the ""no"" crowd maintained that they were independent. Until, of course, Merck and Pfizer swooped in and donated $500,000 just a few weeks before the election -- late enough that it didn't have to be declared until the vote was said and done. Why would pharmaceutical companies -- those who stand to profit off this -- jump in and donate so much money, if it's just about public health? It's clearly about them, and their power, and their revenue. It's time for us to stop asking for permission. This game is rigged against us, and we won't play anymore. We have just as much right to live freely on this planet as anyone else. No one gets to tell us what to do with our bodies, least of all those who stand to heavily profit off trying to force things. Time for civil disobedience. Enough is enough.",https://www.facebook.com/earthley/photos/a.749202208548699/1854524648016444/?type=3,,,,,,,,-2.84
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1911771,1875425,2020-03-03 22:00:34 EST,2020-03-04,22:00:34,Link,910,527,16,304,63,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/2928568470519226,"It takes all kinds of skills and knowledge to make a society function. We need all types of education, not just college",https://www.healthy-holistic-living.com/lets-quit-brainwashing-kids-that-its-a-college-degree-or-nothing/?utm_source=HHL,,,Let's quit brainwashing kids that it's a college degree or nothing,"It may be hard for teachers or parents to see, but if we look deep beyond the labels of ADD, hyperactive, ""disabled,"" or “bad at school,” we can and will see extraordinary untapped genius.",,,,5.45
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1911771,1875425,2020-03-03 20:00:28 EST,2020-03-04,20:00:28,Link,699,332,13,167,143,43,0,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/2928565653852841,These are breath-taking,https://www.healthy-holistic-living.com/photographer-captures-the-fairytale-like-horses-who-roam-icelands-epic-landscape/?utm_source=HHL,,,Photographer Captures The Fairytale-Like Horses Who Roam Iceland's Epic Landscape,Photographer Drew Doggett has captured a stunning series of images featuring the horses of Iceland. He calls it In the Realm of Legends.,,,,4.19
Holistic Hilda,HolisticHilda,985921748210269,PODCAST,,Do you want to improve your health w/o fancy shakes or flashy programs? Holistic Hilda is an expert on ancestral health practices & she can show you how to nurture wellbeing the natural way.,2020-05-01 19:32:09 EDT,N/A,N/A,2020-03-03 19:32:55 EST,2020-03-04,19:32:55,Native Video,7,7,0,0,0,0,0,0,0,0,owned,Yes,57,57,0,00:00:26,https://www.facebook.com/HolisticHilda/posts/1779746765494426,"R E A L F O O D 🥩 🍳 🥛 🥣 is true nourishment. Here’s my checklist for most food I buy. ✅ It has no label. ✅ It’s local & seasonal. ✅ It’s straight from a farm. ✅ It’s full of nutrients. ✅ It’s delicious. 😋 Here’s the kind of food I do my best to avoid: ❌ packaged (even if the label says “paleo” or “keto”) ❌ “vegetable” oils (like canola, safflower, etc.) ❌ fast food (I prefer home/slow) ❌ food that makes me feel like 🤢 In a nutshell, this is the wise traditions way of eating. ❤️ It nourishes me down to the bones, really! For more on this ancestral way of eating, listen to Wise Traditions podcast #228 “Just eat real food!” with Sally Fallon Morell. 🎧 And tell me in the comments if you like this approach to eating & if it jives with yours! PS Kudos to chef @nic_zahasky for his amazing cooking skills, demonstrated here w/ pastured pork belly! 🔥",https://www.facebook.com/HolisticHilda/videos/153058955769717/,,,,,,,,-0.42
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1911714,1875333,2020-03-03 18:00:11 EST,2020-03-03,18:00:11,Link,"1,463",779,110,393,177,1,2,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/2928565213852885,Yes indeed.,https://www.healthyholisticliving.com/when-you-have-a-strong-mother-you-grow-up-to-be-a-strong-girl/?utm_source=HHL,,,"When You Grow Up With A Strong Mother, You Too Become Strong",Strong moms are our superheroes.,,,,8.76
Children's Health Defense,ChildrensHealthDefense,1797590283821718,NONPROFIT ORGANIZATION,US,"End childhood health epidemics by exposing causes, eliminating harmful exposures; seeking justice for the injured and establishing safeguards.",2019-03-08 13:04:29 EST,101778,110023,2020-03-03 17:04:30 EST,2020-03-03,17:04:30,Link,179,90,8,52,2,15,0,6,6,0,,-,0,0,0,N/A,https://www.facebook.com/ChildrensHealthDefense/posts/2574938852753520,"Another Monsanto/Bayer product with troubling effects. While this lawsuit was concerned with damage to crops, we wonder what impact this might have on children who are vulnerable to toxic chemicals such as this.",https://www.hpj.com/ag_news/dicamba-drift-verdict-adds-to-bayer-s-woes/article_807910ec-5982-11ea-b160-0b79570c4a1f.html,,,Dicamba drift verdict adds to Bayer’s woes,A $265 million jury verdict on Feb. 17 because of damage alleged by a Missouri peach farmer from dicamba drift could be just the beginning for agricultural companies Bayer and,,,,-1.63
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1911714,1875333,2020-03-03 17:00:42 EST,2020-03-03,17:00:42,Native Video,484,214,8,239,21,2,0,0,0,0,share,No,32713,15136887,0,00:03:18,https://www.facebook.com/healthyholisticliving/posts/2930637663645640,The human body is amazing!,https://www.facebook.com/ScienceNaturePage/videos/1969819279782004/,,,Hashem Al-Ghaili,How Muscles Respond To Exercise.,,,,3.46
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1911714,1875333,2020-03-03 16:00:53 EST,2020-03-03,16:00:53,Link,308,51,33,81,1,126,0,15,1,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/2928564503852956,"A dull ache in her right ribs led to a grim diagnosis, then a startling discovery.",https://www.healthy-holistic-living.com/womans-grapefruit-size-liver-cancer-tumor-was-actually-a-parasite/?utm_source=HHL,,,Woman's grapefruit-size 'liver cancer' tumor was actually a parasite,"Armstrong was shocked when tests revealed the mass in her stomach wasn't cancer, but a tapeworm parasite.",,,,1.84
Children's Health Defense,ChildrensHealthDefense,1797590283821718,NONPROFIT ORGANIZATION,US,"End childhood health epidemics by exposing causes, eliminating harmful exposures; seeking justice for the injured and establishing safeguards.",2019-03-08 13:04:29 EST,101778,110023,2020-03-03 15:09:39 EST,2020-03-03,15:09:39,Link,162,56,12,42,0,9,0,21,22,0,,-,0,0,0,N/A,https://www.facebook.com/ChildrensHealthDefense/posts/2574879739426098,"The risks from toxic exposures such as these are very serious. From the article: ""While past studies have shown similar connections between pesticide exposure in the womb and the development of childhood cancer, this is one of the first to utilize geographic information systems (GIS) data, rather than parental interviews on past exposures. Researchers used California public records of cancer incidence from 1998-2011, alongside statewide pesticide use reports (California is the only state to make this information publicly accessible and searchable). A list of 65 pesticides were investigated for their specific connection between use and the development of childhood cancer.""",https://beyondpesticides.org/dailynewsblog/2020/03/chemical-intensive-agriculture-increases-pregnant-mothers-risk-of-her-child-developing-leukemia/,,,Chemical-Intensive Agriculture Increases Pregnant Mother's Risk of Her Child Developing Leukemia - Beyond Pesticides Daily News Blog,"(Beyond Pesticides, March 3, 2020) Pregnant mothers living in areas where carcinogenic pesticides have been used are at increased risk of their child developing an acute form of leukemia, according to research published last month in the International Journal of Hygiene and Environmental Health by r...",,,,-1.8
Children's Health Defense,ChildrensHealthDefense,1797590283821718,NONPROFIT ORGANIZATION,US,"End childhood health epidemics by exposing causes, eliminating harmful exposures; seeking justice for the injured and establishing safeguards.",2019-03-08 13:04:29 EST,101778,110023,2020-03-03 14:46:28 EST,2020-03-03,14:46:28,Native Video,578,369,25,42,138,2,0,2,0,0,share,No,3649,29797,0,00:03:35,https://www.facebook.com/ChildrensHealthDefense/posts/2574867786093960,More from the rally in Mississippi.,https://www.facebook.com/vaxxed2/videos/190775529002863/,,,We Are Vaxxed,,,,,1.42
Earthley,earthley,749122528556667,HEALTH & WELLNESS WEBSITE,US,"An all-natural alternative to your personal care and wellness needs! Soaps, salves, tinctures, and more!!!",2018-10-18 03:36:42 EDT,28669,29516,2020-03-03 14:43:10 EST,2020-03-03,14:43:10,Link,63,26,0,32,5,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/earthley/posts/1851318868337022,Worried about keeping your family healthy? Everything starts with diet! These 6 foods can support your family's immune systems naturally. https://modernalternativemama.com/2012/10/12/six-foods-that-support-your-immune-system/,https://modernalternativemama.com/2012/10/12/six-foods-that-support-your-immune-system/,,,Six Foods that Support Your Immune System - Modern Alternative Mama,"A healthy diet is important for maintaining a strong immune system. The immune system thrives on a whole foods diet, and these six foods are the best.",,,,-6.33
Earthley,earthley,749122528556667,HEALTH & WELLNESS WEBSITE,US,"An all-natural alternative to your personal care and wellness needs! Soaps, salves, tinctures, and more!!!",2018-10-18 03:36:42 EDT,28669,29516,2020-03-03 14:39:08 EST,2020-03-03,14:39:08,Photo,189,48,112,9,20,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/earthley/posts/1854222638046645,"Worried about coronavirus, or whatever's going around? Don't be! Keep your family healthy everyday, with our favorite immune support products. Keep reading to enter a GIVEAWAY...value over $70! We don't worry about the latest health scares, because we know we're doing everything we can to keep our families healthy, everyday. We do it with 100% clean, herb-based products, made proudly (and safely!) in the US. WIN this collection now! 1. GO to this link to learn more about the products and enter your email address: https://www.earthley.com/immune-support-giveaway/ 2. COMMENT on this thread to tell us why you want to win! 3. TAG a friend or two who might also be interested! Together, we can keep all our families healthy. :) Giveaway is open to US residents, 18 years and older. One winner. Giveaway open through Wednesday, 3/4, and winner will be announced on Thursday, 3/5. GO! :)",https://www.facebook.com/earthley/photos/a.749202208548699/1854220684713507/?type=3,,,,,,,,-3.61
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1911714,1875333,2020-03-03 14:00:34 EST,2020-03-03,14:00:34,Link,620,190,35,168,1,2,223,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/2928564057186334,🤣 🤣 🤣,https://www.healthy-holistic-living.com/looking-like-garbage-increases-your-chance-of-seeing-people-you-know-at-the-store-by-90-i-swear/?utm_source=HHL,,,"Looking Like Garbage Increases Your Chance Of Seeing People You Know At The Store By 90%, I Swear","Looking like garbage while running a small errand may cause embarrassment if you run into a friend, family member, or acquaintance!",,,,3.71
Children's Health Defense,ChildrensHealthDefense,1797590283821718,NONPROFIT ORGANIZATION,US,"End childhood health epidemics by exposing causes, eliminating harmful exposures; seeking justice for the injured and establishing safeguards.",2019-03-08 13:04:29 EST,101778,110023,2020-03-03 13:40:00 EST,2020-03-03,13:40:00,Link,617,85,34,232,2,44,0,70,150,0,,-,0,0,0,N/A,https://www.facebook.com/ChildrensHealthDefense/posts/2574832196097519,"The World Health Organization (WHO) is sponsoring an experimental study of a controversial malaria vaccine among African children without obtaining informed consent from parent. Data from prior clinical trials of the vaccine have shown it to be associated with an increased risk of clinical malaria after four years, a tenfold increased risk of meningitis, an increased risk of cerebral malaria and an increased risk of death that was disproportionately higher for female children. PLUS, the WHO intends to make a decision based on this trial about whether to recommend the vaccine for routine use throughout sub-Saharan Africa after just twenty-four months of study, which is not enough time to determine the vaccine’s effect on mortality.",https://childrenshealthdefense.org/news/who-experimenting-on-african-children-without-informed-consent/,,,WHO Experimenting on African Children Without Informed Consent • Children's Health Defense,The World Health Organization (WHO) is sponsoring a malaria vaccine study in African children without obtaining informed consent from parents.,,,,2.12
Children's Health Defense,ChildrensHealthDefense,1797590283821718,NONPROFIT ORGANIZATION,US,"End childhood health epidemics by exposing causes, eliminating harmful exposures; seeking justice for the injured and establishing safeguards.",2019-03-08 13:04:29 EST,101778,110023,2020-03-03 12:59:36 EST,2020-03-03,12:59:36,Native Video,62,47,4,8,3,0,0,0,0,0,share,No,1164,3371,0,00:10:58,https://www.facebook.com/ChildrensHealthDefense/posts/2574809982766407,Rita Palma is live in Albany for AAP day.,https://www.facebook.com/rita.palma.980/videos/10222467032492734/,,,Rita,Docs visiting,,,,-6.58
Children's Health Defense,ChildrensHealthDefense,1797590283821718,NONPROFIT ORGANIZATION,US,"End childhood health epidemics by exposing causes, eliminating harmful exposures; seeking justice for the injured and establishing safeguards.",2019-03-08 13:04:29 EST,101778,110023,2020-03-03 12:37:20 EST,2020-03-03,12:37:20,Photo,"2,713",552,153,320,602,10,1,1074,1,0,,-,0,0,0,N/A,https://www.facebook.com/ChildrensHealthDefense/posts/2574795972767808,"The world has lost Dr. Toni Bark, a dedicated and fierce leader for children’s health. From Toni Bark's Daughter: Toni always said that the secret to staying young and enjoying life to the fullest is to learn new things, and we hope to provide a space for the community to do that in a way that honors Toni’s values, hobbies, interests, and guiding principles. We also plan to host charitable events every so often to raise funds for local Evanston and Chicagoland nonprofits doing work that Toni would have supported. The tentative name so far is the Toni Bark Memorial Foundation. I can’t think of a better way for myself, my family, Toni’s friends, and our community to band together and honor my Mom’s unrelenting dedication to spreading love, knowledge, and being a positive force in the world. If you would like to make a comment or donate, go to Toni’s Memorial Page: https://everloved.com/life-of/toni-bark/donate/?flow=202",https://www.facebook.com/ChildrensHealthDefense/photos/a.1806802292900517/2574795292767876/?type=3,,"Dr. Toni Bark 08/01/1959 03/03/2020 The medical freedom movement sends our heartfelt sy mpathies to the family ofToni Bark. She was gifted doctor, health advocate and humanitarian for all, but especially for children.",,,,,,7.73
Children's Health Defense,ChildrensHealthDefense,1797590283821718,NONPROFIT ORGANIZATION,US,"End childhood health epidemics by exposing causes, eliminating harmful exposures; seeking justice for the injured and establishing safeguards.",2019-03-08 13:04:29 EST,101778,110023,2020-03-03 12:31:53 EST,2020-03-03,12:31:53,Native Video,123,78,6,15,24,0,0,0,0,0,share,No,1373,5772,0,00:01:53,https://www.facebook.com/ChildrensHealthDefense/posts/2574791716101567,Rally at the Mississippi Capital in Jackson.,https://www.facebook.com/vaxxed2/videos/187802405861225/,,,We Are Vaxxed,MPVR RALLY DAY,,,,-3.32
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1911714,1875333,2020-03-03 12:00:17 EST,2020-03-03,12:00:17,Link,"3,247",230,1170,1034,4,107,684,9,9,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/2928563553853051,"As a first-born child with a younger sister, I don't need science to tell me this! 😂😂",https://www.healthy-holistic-living.com/second-born-children-criminals/?utm_source=HHL,,,"Second-Born Children Are More Likely to Become Criminals, Study Says","Your attitude may not be just because of that punk phase you went through in the 90s, maybe you actually were born to be bad?",,,,19.44
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1911714,1875333,2020-03-03 11:01:10 EST,2020-03-03,11:01:10,Link,322,102,17,198,4,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/2930040280372045,Get on it!,https://www.healthy-holistic-living.com/7-warning-signs-that-your-magnesium-chloride-levels-are-dangerously-low-and-how-to-fix-it-2.html?utm_source=HHL,,,7 Warning Signs That Your Magnesium Chloride Levels Are Dangerously Low (And How To Fix It),"Magnesium is a very important mineral that is responsible for various health functions, including blood pressure, heart health, and neurological functions.",,,,1.93
1986: The Act,1986theact,109141140551945,INTEREST,US,An important film about the truth behind the1986 National Childhood Vaccine Injury Compensation program and vaccine makers who have immunity from prosecution.,2020-11-13 05:23:16 EST,N/A,N/A,2020-03-03 10:52:48 EST,2020-03-03,10:52:48,Link,36,18,3,4,11,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/1986theact/posts/151314093001316,"The #AndyWakefield podcast Episode 13: The Beginning of the Mumps Mess-Part 2. This time, it's personal.",https://podcasts.apple.com/us/podcast/andy-wakefield-podcast-episode-13-beginning-mumps-mess/id1490295246?i=1000466972169,,,‎The Andy Wakefield Podcast: The Andy Wakefield Podcast Episode 13: The Beginning of the Mumps Mess Part 2 on Apple Podcasts,"‎Show The Andy Wakefield Podcast, Ep The Andy Wakefield Podcast Episode 13: The Beginning of the Mumps Mess Part 2 - Feb 28, 2020",,,,0
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1911714,1875333,2020-03-03 10:00:24 EST,2020-03-03,10:00:24,Native Video,51,33,1,12,4,1,0,0,0,0,share,No,4974,2403718,0,00:00:59,https://www.facebook.com/healthyholisticliving/posts/2929925780383495,It's arts and crafts time!,https://www.facebook.com/diplycrafty/videos/1799445020117779/,,,Crafty,This DIY incense holder is super functional but also straight up gorgeous,,,,-2.75
Earthley,earthley,749122528556667,HEALTH & WELLNESS WEBSITE,US,"An all-natural alternative to your personal care and wellness needs! Soaps, salves, tinctures, and more!!!",2018-10-18 03:36:42 EDT,28669,29516,2020-03-03 09:55:53 EST,2020-03-03,09:55:53,Link,616,125,104,211,3,77,0,92,4,0,,-,0,0,0,N/A,https://www.facebook.com/earthley/posts/1854003271401915,"Early-onset dementia (diagnosed in people as young as *30*) is skyrocketing. They say they don't know why. But you know what's tied to dementia? Aluminum in the brain. And where might they be getting exposed to high levels of THAT? This is an emergency. People's functioning is being destroyed. If not immediately in childhood, then early in adulthood. https://www.phillyvoice.com/millennials-early-onset-dementia-alzheimers/",https://www.phillyvoice.com/millennials-early-onset-dementia-alzheimers/,,,"The number of millennials with early-onset Alzheimer's disease is surging, report finds",Independence Blue Cross report examines increased dementia diagnoses,,,,1.54
Children's Health Defense,ChildrensHealthDefense,1797590283821718,NONPROFIT ORGANIZATION,US,"End childhood health epidemics by exposing causes, eliminating harmful exposures; seeking justice for the injured and establishing safeguards.",2019-03-08 13:04:29 EST,101778,110023,2020-03-03 09:27:06 EST,2020-03-03,09:27:06,Native Video,87,59,0,7,21,0,0,0,0,0,share,No,1137,3936,0,00:12:49,https://www.facebook.com/ChildrensHealthDefense/posts/2574682306112508,Rita Palma is live in Albany.,https://www.facebook.com/rita.palma.980/videos/10222465124885045/,,,Rita,Our kids are not for sale,,,,-4.69
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1911714,1875333,2020-03-03 09:00:17 EST,2020-03-03,09:00:17,Link,517,242,147,92,27,6,3,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/2928561283853278,I'd live in one,https://www.healthy-holistic-living.com/granny-pods-are-new-housing-units-that-allow-your-aging-parents-to-live-in-your-backyard/?utm_source=HHL,,,'Granny Pods' Are New Housing Units That Allow Your Aging Parents To Live In Your Backyard,"A Blacksburg, VA company has been specifically proactive in creating and marketing the MEDCottage, also referred to as a 'granny pod'.",,,,3.1
Earthley,earthley,749122528556667,HEALTH & WELLNESS WEBSITE,US,"An all-natural alternative to your personal care and wellness needs! Soaps, salves, tinctures, and more!!!",2018-10-18 03:36:42 EDT,28669,29516,2020-03-03 08:19:52 EST,2020-03-03,08:19:52,Photo,31,26,1,2,1,0,0,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/earthley/posts/1853358611466381,"This is satire. If we don't keep fighting for medical freedom, pretty soon something like this wouldn't be all that far-fetched. Kids would arrive at school, and immediately be asked to take their temperature with a disposable thermometer, write down any symptoms they have, if any family member has recently been ill, and other health metrics. That info could then be used to make sure that no one was in the classroom sick or asymptomatic but potentially able to spread disease. (If we're worried about keeping people healthy...!) Of course, in reality, requiring such info is invasive and ridiculous. We should certainly encourage people to stay home when sick, and enable them to do so (not penalizing them for missing days of school; not requiring a doctor's note; allowing them to make up work at home). We should certainly encourage regular hand-washing. But the rest of it? Leave peoples' personal health decisions alone. Or we'll soon live in a world where ""personal"" health decisions are public knowledge.",https://www.facebook.com/earthley/photos/a.749202208548699/1853356088133300/?type=3,,,,,,,,-22
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1911714,1875333,2020-03-03 07:00:27 EST,2020-03-03,07:00:27,Photo,611,370,16,162,63,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/2929611960414877,Loving yourself is the greatest love. ✨,https://www.facebook.com/VegetableJuicing/photos/a.181515575236990/2713968745324981/?type=3,,Love yourself first and everything else falls into line. You really have to love yourself to get anything done in this world. -LUCILLE BALL #JuicingVegetables,Juicing Vegetables,Loving yourself is the greatest love. ✨,,,,-2.43
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1911714,1875333,2020-03-03 06:00:02 EST,2020-03-03,06:00:02,Link,274,85,65,40,5,4,74,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/2921750191201054,The science is looking pretty unanimous on this one: Drivers of expensive cars are the worst. l,https://www.cnn.com/2020/02/26/world/expensive-car-drivers-study-scli-scn-intl/index.html,,,"If you drive an expensive car you may be a jerk, scientists say",The science is looking pretty unanimous on this one: Drivers of expensive cars are the worst.,,,,1.64
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1911714,1875333,2020-03-03 05:00:00 EST,2020-03-03,05:00:00,Photo,831,256,26,281,11,0,256,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/2920015298041210,0% success rate!,https://www.facebook.com/healthyholisticliving/photos/a.327445603964872/2920014494707957/?type=3,,,,,,,,-1.79
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1911714,1875333,2020-03-03 03:00:15 EST,2020-03-03,03:00:15,Native Video,16,11,1,3,1,0,0,0,0,0,share,No,1779,3899,0,00:00:18,https://www.facebook.com/healthyholisticliving/posts/2929278617114878,Dare to err and to dream. Deep meaning often lies in childish plays.,https://www.facebook.com/AskDrNandi/videos/211563503329682/,,,"Partha Nandi, MD","""Dare to err and to dream. Deep meaning often lies in childish plays."" - Friedrich Schiller

Looking for more inspiration? https://askdrnandi.com/inspirational-quotes/",,,,-8.75
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1911714,1875333,2020-03-03 02:00:09 EST,2020-03-03,02:00:09,Photo,182,120,15,31,16,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/2929203230455750,Did you know this about drinking warm drinks.,https://www.facebook.com/VegetableJuicing/photos/a.181515575236990/2688559274532595/?type=3,,Did you know that drinking warm beverages with someone helps you feel closer to them? #organifigold,Juicing Vegetables,Did you have a sip of our favorite #Organifi together with a loved one? 😉,,,,-8.17
